procedimento_id,codigo,nome_atual_bruto,caracteres_suspeitos,reparo_diagnostico,nome_canonico_sql,nome_canonico_csv,nroproctab,codconv,metodo_correspondencia,nivel_confianca,motivo,acao
40801,246,Bi-hlice,,Bi-hélice,Bi-hélice,Bi-hélice,246,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40802,247,Bio-ajustador - Tecnica MD3,,,Bio-ajustador - Tecnica MD3,Bio-ajustador - Tecnica MD3,247,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40803,248,Bionator - Super,,,Bionator - Super,Bionator - Super,248,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40804,249,Bionator de Balters - Classe I,,,Bionator de Balters - Classe I,Bionator de Balters - Classe I,249,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40805,250,Bionator de Balters - Classe II,,,Bionator de Balters - Classe II,Bionator de Balters - Classe II,250,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40806,251,Bionator de Balters - Classe III,,,Bionator de Balters - Classe III,Bionator de Balters - Classe III,251,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40807,252,Blinler - A,,,Blinler - A,Blinler - A,252,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40808,253,Blinler - B,,,Blinler - B,Blinler - B,253,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40809,254,Blinler - C,,,Blinler - C,Blinler - C,254,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40810,255,BotÆo de Nance,,Botão de Nance,Botão de Nance,Botão de Nance,255,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40811,256,"Bracket (Bracket 0,18"" x 0,25"")",,,"Bracket (Bracket 0,18"" x 0,25"")","Bracket (Bracket 0,18"" x 0,25"")",256,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40812,257,"Bracket (Bracket 0,18"" x 0,30"")",,,"Bracket (Bracket 0,18"" x 0,30"")","Bracket (Bracket 0,18"" x 0,30"")",257,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40813,258,"Bracket (Bracket 0,22"" x 0,28"")",,,"Bracket (Bracket 0,22"" x 0,28"")","Bracket (Bracket 0,22"" x 0,28"")",258,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40814,259,Bracket (Bracket Straight-Wire),,,Bracket (Bracket Straight-Wire),Bracket (Bracket Straight-Wire),259,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40815,260,ContenÆo Fixa Lingual,,Contenção Fixa Lingual,Contenção Fixa Lingual,Contenção Fixa Lingual,260,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40816,261,ContenÆo m¢vel - (Placa de acet to),,Contenção móvel - (Placa de acetáto),Contenção móvel - (Placa de acetáto),Contenção móvel - (Placa de acetáto),261,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40817,262,Disjuntor de Hass,,,Disjuntor de Hass,Disjuntor de Hass,262,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40818,263,Disjuntor de Hirax,,,Disjuntor de Hirax,Disjuntor de Hirax,263,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40819,264,Disjuntor Hirax RC,,,Disjuntor Hirax RC,Disjuntor Hirax RC,264,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40820,265,Disjuntor MC Namara - Resina,,,Disjuntor MC Namara - Resina,Disjuntor MC Namara - Resina,265,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40821,266,Disjuntor MC Namara com Hirax,,,Disjuntor MC Namara com Hirax,Disjuntor MC Namara com Hirax,266,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40822,267,Disjuntor Omar Gabriel,,,Disjuntor Omar Gabriel,Disjuntor Omar Gabriel,267,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40823,268,Distabilizador Pendex com Pndulo,,Distabilizador Pendex com Pêndulo,Distabilizador Pendex com Pêndulo,Distabilizador Pendex com Pêndulo,268,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40824,269,Djuntor palatino,,,Djuntor palatino,Djuntor palatino,269,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40825,270,DocumentaÆo ortodntica, ,Documentação ortodôntica,Documentação ortodôntica,Documentação ortodôntica,270,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40826,271,Frankel - Classe I,,,Frankel - Classe I,Frankel - Classe I,271,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40827,272,Frankel - Classe II,,,Frankel - Classe II,Frankel - Classe II,272,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40828,273,Frankel - Classe III,,,Frankel - Classe III,Frankel - Classe III,273,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40829,274,Frankel - Mordida Aberta,,,Frankel - Mordida Aberta,Frankel - Mordida Aberta,274,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40830,275,Grade palatina fixa,,,Grade palatina fixa,Grade palatina fixa,275,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40831,276,Grade palatina m¢vel,,Grade palatina móvel,Grade palatina móvel,Grade palatina móvel,276,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40832,277,Klammt - Classe I,,,Klammt - Classe I,Klammt - Classe I,277,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40833,278,Klammt - Classe II,,,Klammt - Classe II,Klammt - Classe II,278,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40834,279,Klammt - Classe III,,,Klammt - Classe III,Klammt - Classe III,279,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40835,280,Lip Bumper,,,Lip Bumper,Lip Bumper,280,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40836,281,Mantenedor de espao,,Mantenedor de espaço,Mantenedor de espaço,Mantenedor de espaço,281,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40837,282,ManutenÆo ortodntico - (Mensal), ,Manutenção ortodôntico - (Mensal),Manutenção ortodôntico - (Mensal),Manutenção ortodôntico - (Mensal),282,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40838,283,Mentoneira,,,Mentoneira,Mentoneira,283,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40839,284,Ortopedia funcional dos maxilares,,,Ortopedia funcional dos maxilares,Ortopedia funcional dos maxilares,284,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40840,285,Palatina ou arco lingual,,,Palatina ou arco lingual,Palatina ou arco lingual,285,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40841,286,Placa 7/7,,,Placa 7/7,Placa 7/7,286,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40842,287,Placa acoplada ao uso de arco extra bucal,,,Placa acoplada ao uso de arco extra bucal,Placa acoplada ao uso de arco extra bucal,287,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40843,288,Placa ativa com molas,,,Placa ativa com molas,Placa ativa com molas,288,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40844,289,Placa com arco ala dupla para expanÆo Y,,Placa com arco alça dupla para expanção Y,Placa com arco alça dupla para expanção Y,Placa com arco alça dupla para expanção Y,289,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40845,290,Placa com arco de contenÆo cont¡nua,,Placa com arco de contenção contínua,Placa com arco de contenção contínua,Placa com arco de contenção contínua,290,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40846,291,Placa com arco de contenÆo de Baag,,Placa com arco de contenção de Baag,Placa com arco de contenção de Baag,Placa com arco de contenção de Baag,291,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40847,292,Placa com arco de controle dos caninos,,,Placa com arco de controle dos caninos,Placa com arco de controle dos caninos,292,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40848,293,Placa com arco seccionado para uso elasticos,,,Placa com arco seccionado para uso elasticos,Placa com arco seccionado para uso elasticos,293,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40849,294,Placa com plano de mordida inclinado,,,Placa com plano de mordida inclinado,Placa com plano de mordida inclinado,294,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40850,295,Placa com plano de mordida posterior,,,Placa com plano de mordida posterior,Placa com plano de mordida posterior,295,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40851,296,Placa com plano reto anterior,,,Placa com plano reto anterior,Placa com plano reto anterior,296,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40852,297,Placa de Apnia,,Placa de Apnéia,Placa de Apnéia,Placa de Apnéia,297,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40853,298,Placa de ativaÆo mandibular,,Placa de ativação mandibular,Placa de ativação mandibular,Placa de ativação mandibular,298,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40854,299,Placa de Eschler,,,Placa de Eschler,Placa de Eschler,299,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40855,300,Placa de expansÆo para mordida cruzada,,Placa de expansão para mordida cruzada,Placa de expansão para mordida cruzada,Placa de expansão para mordida cruzada,300,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40856,301,Placa de Hawley,,,Placa de Hawley,Placa de Hawley,301,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40857,302,Placa de Hawley invertido,,,Placa de Hawley invertido,Placa de Hawley invertido,302,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40858,303,Placa de Mills,,,Placa de Mills,Placa de Mills,303,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40859,304,Placa de ocupaÆo lingual,,Placa de ocupação lingual,Placa de ocupação lingual,Placa de ocupação lingual,304,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40860,305,Placa de Roberts,,,Placa de Roberts,Placa de Roberts,305,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40861,306,Placa dupla de avano - Piamant,,Placa dupla de avanço - Piamant,Placa dupla de avanço - Piamant,Placa dupla de avanço - Piamant,306,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40862,307,Placa interceptora de h bito,,Placa interceptora de hábito,Placa interceptora de hábito,Placa interceptora de hábito,307,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40863,308,Placa labial ativa,,,Placa labial ativa,Placa labial ativa,308,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40864,309,Placa mantenedora de espao.,,Placa mantenedora de espaço.,Placa mantenedora de espaço.,Placa mantenedora de espaço.,309,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40865,310,Placa recuperadora de espao,,Placa recuperadora de espaço,Placa recuperadora de espaço,Placa recuperadora de espaço,310,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40866,311,Planas Compostas,,,Planas Compostas,Planas Compostas,311,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40867,312,Planas Simples,,,Planas Simples,Planas Simples,312,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40868,313,Quadri-hlice,,Quadri-hélice,Quadri-hélice,Quadri-hélice,313,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40869,314,Spling Retainer 3/3 4/4,,,Spling Retainer 3/3 4/4,Spling Retainer 3/3 4/4,314,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40870,315,Twin Black,,,Twin Black,Twin Black,315,,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40871,316,"Vilma Simäes - SN1, SN2, SN3, SN4, SN5",,"Vilma Simões - SN1, SN2, SN3, SN4, SN5","Vilma Simões - SN1, SN2, SN3, SN4, SN5","Vilma Simões - SN1, SN2, SN3, SN4, SN5",316,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40872,317,"Vilma Simäes - SN6, SN7",,"Vilma Simões - SN6, SN7","Vilma Simões - SN6, SN7","Vilma Simões - SN6, SN7",317,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40873,8315,Placa para Ortose,,,Placa para Ortose,Placa para Ortose,318,8315,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40874,9000,Micro-agulhamento (Derma Roller),,,Micro-agulhamento (Derma Roller),Micro-agulhamento (Derma Roller),319,9000,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40875,8292,Protetor bucal Playsafe Personalizado,,,Protetor bucal Playsafe Personalizado,Protetor bucal Playsafe Personalizado,320,8292,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40876,7050,Levanto de seio maxilar,,,Levanto de seio maxilar,Levanto de seio maxilar,321,7050,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40877,9010,Botox,,,Botox,Botox,322,9010,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40878,323,Alinhadores Estticos,,Alinhadores Estéticos,Alinhadores Estéticos,Alinhadores Estéticos,323,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40879,9020,Preenchimento,,,Preenchimento,Preenchimento,324,9020,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40880,2081,Consulta de ReavaliaÆo Cl¡nica,,Consulta de Reavaliação Clínica,Consulta de Reavaliação Clínica,Consulta de Reavaliação Clínica,325,2081,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40881,7060,Implante Zigom tico,,Implante Zigomático,Implante Zigomático,Implante Zigomático,326,7060,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40882,9030,Lipo de papada,,,Lipo de papada,Lipo de papada,327,9030,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40883,8171,Coroa Provis¢ria Imediata sob implante,,Coroa Provisória Imediata sob implante,Coroa Provisória Imediata sob implante,Coroa Provisória Imediata sob implante,328,8171,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40884,9040,Fios de sustentaÆo,,Fios de sustentação,Fios de sustentação,Fios de sustentação,329,9040,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40885,9050,Bichectomia,,,Bichectomia,Bichectomia,330,9050,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40886,2011,CimentaÆo adesiva,,Cimentação adesiva,Cimentação adesiva,Cimentação adesiva,331,2011,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40887,7023,Implante Cone Morse + Enxerto,,,Implante Cone Morse + Enxerto,Implante Cone Morse + Enxerto,332,7023,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40888,8482,E-MAX - Jaqueta pura em dissilicato,,,E-MAX - Jaqueta pura em dissilicato,E-MAX - Jaqueta pura em dissilicato,333,8482,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40889,2111,Foto extra-oral,,,Foto extra-oral,Foto extra-oral,334,2111,identico,baixo,nome atual ja coincide com a fonte canonica,MANTER
40890,8261,N£cleo Met lico fundido bi-partido,,Núcleo Metálico fundido bi-partido,Núcleo Metálico fundido bi-partido,Núcleo Metálico fundido bi-partido,335,8261,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40891,336,RemoÆo de aparelho ortodontico fixo.,,Remoção de aparelho ortodontico fixo.,Remoção de aparelho ortodontico fixo.,Remoção de aparelho ortodontico fixo.,336,,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
40892,7070,RegeneraÆo ¢ssea guiada - ROG,,Regeneração óssea guiada - ROG,Regeneração óssea guiada - ROG,Regeneração óssea guiada - ROG,337,7070,aproximacao_textual,medio,divergencia textual com correspondencia aproximada na fonte canonica,REVISAR
